class index,filepaths,labels,data set
1,train/Green/green (126).png,Green,train
1,train/Green/green (127).png,Green,train
1,train/Green/green (128).png,Green,train
1,train/Green/green (129).png,Green,train
1,train/Green/green (13).png,Green,train
1,train/Green/green (130).png,Green,train
1,train/Green/green (131).png,Green,train
1,train/Green/green (132).png,Green,train
1,train/Green/green (133).png,Green,train
1,train/Green/green (134).png,Green,train
1,train/Green/green (135).png,Green,train
1,train/Green/green (136).png,Green,train
1,train/Green/green (137).png,Green,train
1,train/Green/green (138).png,Green,train
1,train/Green/green (139).png,Green,train
1,train/Green/green (14).png,Green,train
1,train/Green/green (140).png,Green,train
1,train/Green/green (141).png,Green,train
1,train/Green/green (142).png,Green,train
1,train/Green/green (143).png,Green,train
1,train/Green/green (144).png,Green,train
1,train/Green/green (145).png,Green,train
1,train/Green/green (146).png,Green,train
1,train/Green/green (147).png,Green,train
1,train/Green/green (148).png,Green,train
1,train/Green/green (149).png,Green,train
1,train/Green/green (15).png,Green,train
1,train/Green/green (150).png,Green,train
1,train/Green/green (151).png,Green,train
1,train/Green/green (152).png,Green,train
1,train/Green/green (153).png,Green,train
1,train/Green/green (154).png,Green,train
1,train/Green/green (155).png,Green,train
1,train/Green/green (156).png,Green,train
1,train/Green/green (157).png,Green,train
1,train/Green/green (158).png,Green,train
1,train/Green/green (159).png,Green,train
1,train/Green/green (16).png,Green,train
1,train/Green/green (160).png,Green,train
1,train/Green/green (161).png,Green,train
1,train/Green/green (162).png,Green,train
1,train/Green/green (163).png,Green,train
1,train/Green/green (164).png,Green,train
1,train/Green/green (165).png,Green,train
1,train/Green/green (166).png,Green,train
1,train/Green/green (167).png,Green,train
1,train/Green/green (168).png,Green,train
1,train/Green/green (169).png,Green,train
1,train/Green/green (17).png,Green,train
1,train/Green/green (170).png,Green,train
1,train/Green/green (171).png,Green,train
1,train/Green/green (172).png,Green,train
1,train/Green/green (173).png,Green,train
1,train/Green/green (174).png,Green,train
1,train/Green/green (175).png,Green,train
1,train/Green/green (176).png,Green,train
1,train/Green/green (177).png,Green,train
1,train/Green/green (178).png,Green,train
1,train/Green/green (179).png,Green,train
1,train/Green/green (18).png,Green,train
1,train/Green/green (180).png,Green,train
1,train/Green/green (181).png,Green,train
1,train/Green/green (182).png,Green,train
1,train/Green/green (183).png,Green,train
1,train/Green/green (184).png,Green,train
1,train/Green/green (185).png,Green,train
1,train/Green/green (186).png,Green,train
1,train/Green/green (187).png,Green,train
1,train/Green/green (188).png,Green,train
1,train/Green/green (189).png,Green,train
1,train/Green/green (19).png,Green,train
1,train/Green/green (190).png,Green,train
1,train/Green/green (191).png,Green,train
1,train/Green/green (192).png,Green,train
1,train/Green/green (193).png,Green,train
1,train/Green/green (194).png,Green,train
1,train/Green/green (195).png,Green,train
1,train/Green/green (196).png,Green,train
1,train/Green/green (197).png,Green,train
1,train/Green/green (198).png,Green,train
1,train/Green/green (199).png,Green,train
1,train/Green/green (2).png,Green,train
1,train/Green/green (20).png,Green,train
1,train/Green/green (200).png,Green,train
1,train/Green/green (201).png,Green,train
1,train/Green/green (202).png,Green,train
1,train/Green/green (203).png,Green,train
1,train/Green/green (204).png,Green,train
1,train/Green/green (205).png,Green,train
1,train/Green/green (206).png,Green,train
1,train/Green/green (207).png,Green,train
1,train/Green/green (208).png,Green,train
1,train/Green/green (209).png,Green,train
1,train/Green/green (21).png,Green,train
1,train/Green/green (210).png,Green,train
1,train/Green/green (211).png,Green,train
1,train/Green/green (212).png,Green,train
1,train/Green/green (213).png,Green,train
1,train/Green/green (214).png,Green,train
1,train/Green/green (215).png,Green,train
1,train/Green/green (216).png,Green,train
1,train/Green/green (217).png,Green,train
1,train/Green/green (218).png,Green,train
1,train/Green/green (219).png,Green,train
1,train/Green/green (22).png,Green,train
1,train/Green/green (220).png,Green,train
1,train/Green/green (221).png,Green,train
1,train/Green/green (222).png,Green,train
1,train/Green/green (223).png,Green,train
1,train/Green/green (224).png,Green,train
1,train/Green/green (225).png,Green,train
1,train/Green/green (226).png,Green,train
1,train/Green/green (227).png,Green,train
1,train/Green/green (228).png,Green,train
1,train/Green/green (229).png,Green,train
1,train/Green/green (23).png,Green,train
1,train/Green/green (230).png,Green,train
1,train/Green/green (231).png,Green,train
1,train/Green/green (232).png,Green,train
1,train/Green/green (233).png,Green,train
1,train/Green/green (234).png,Green,train
1,train/Green/green (235).png,Green,train
1,train/Green/green (236).png,Green,train
1,train/Green/green (237).png,Green,train
1,train/Green/green (238).png,Green,train
1,train/Green/green (239).png,Green,train
1,train/Green/green (24).png,Green,train
1,train/Green/green (240).png,Green,train
1,train/Green/green (241).png,Green,train
1,train/Green/green (242).png,Green,train
1,train/Green/green (243).png,Green,train
1,train/Green/green (244).png,Green,train
1,train/Green/green (245).png,Green,train
1,train/Green/green (246).png,Green,train
1,train/Green/green (247).png,Green,train
1,train/Green/green (248).png,Green,train
1,train/Green/green (249).png,Green,train
1,train/Green/green (25).png,Green,train
1,train/Green/green (250).png,Green,train
1,train/Green/green (251).png,Green,train
1,train/Green/green (252).png,Green,train
1,train/Green/green (253).png,Green,train
1,train/Green/green (254).png,Green,train
1,train/Green/green (255).png,Green,train
1,train/Green/green (256).png,Green,train
1,train/Green/green (257).png,Green,train
1,train/Green/green (258).png,Green,train
1,train/Green/green (259).png,Green,train
1,train/Green/green (26).png,Green,train
1,train/Green/green (260).png,Green,train
1,train/Green/green (261).png,Green,train
1,train/Green/green (262).png,Green,train
1,train/Green/green (263).png,Green,train
1,train/Green/green (264).png,Green,train
1,train/Green/green (265).png,Green,train
1,train/Green/green (266).png,Green,train
1,train/Green/green (267).png,Green,train
1,train/Green/green (268).png,Green,train
1,train/Green/green (269).png,Green,train
1,train/Green/green (27).png,Green,train
1,train/Green/green (270).png,Green,train
1,train/Green/green (271).png,Green,train
1,train/Green/green (272).png,Green,train
1,train/Green/green (273).png,Green,train
1,train/Green/green (274).png,Green,train
1,train/Green/green (275).png,Green,train
1,train/Green/green (276).png,Green,train
1,train/Green/green (277).png,Green,train
1,train/Green/green (278).png,Green,train
1,train/Green/green (279).png,Green,train
1,train/Green/green (28).png,Green,train
1,train/Green/green (280).png,Green,train
1,train/Green/green (281).png,Green,train
1,train/Green/green (282).png,Green,train
1,train/Green/green (283).png,Green,train
1,train/Green/green (284).png,Green,train
1,train/Green/green (285).png,Green,train
1,train/Green/green (286).png,Green,train
1,train/Green/green (287).png,Green,train
1,train/Green/green (288).png,Green,train
1,train/Green/green (289).png,Green,train
1,train/Green/green (29).png,Green,train
1,train/Green/green (290).png,Green,train
1,train/Green/green (291).png,Green,train
1,train/Green/green (292).png,Green,train
1,train/Green/green (293).png,Green,train
1,train/Green/green (294).png,Green,train
1,train/Green/green (295).png,Green,train
1,train/Green/green (296).png,Green,train
1,train/Green/green (297).png,Green,train
1,train/Green/green (298).png,Green,train
1,train/Green/green (299).png,Green,train
1,train/Green/green (3).png,Green,train
1,train/Green/green (30).png,Green,train
1,train/Green/green (300).png,Green,train
1,train/Green/green (31).png,Green,train
1,train/Green/green (32).png,Green,train
1,train/Green/green (33).png,Green,train
1,train/Green/green (34).png,Green,train
1,train/Green/green (35).png,Green,train
1,train/Green/green (36).png,Green,train
1,train/Green/green (37).png,Green,train
1,train/Green/green (38).png,Green,train
1,train/Green/green (39).png,Green,train
1,train/Green/green (4).png,Green,train
1,train/Green/green (40).png,Green,train
1,train/Green/green (41).png,Green,train
1,train/Green/green (42).png,Green,train
1,train/Green/green (43).png,Green,train
1,train/Green/green (44).png,Green,train
1,train/Green/green (45).png,Green,train
1,train/Green/green (46).png,Green,train
1,train/Green/green (47).png,Green,train
1,train/Green/green (48).png,Green,train
1,train/Green/green (49).png,Green,train
1,train/Green/green (5).png,Green,train
1,train/Green/green (50).png,Green,train
1,train/Green/green (51).png,Green,train
1,train/Green/green (52).png,Green,train
1,train/Green/green (53).png,Green,train
1,train/Green/green (54).png,Green,train
1,train/Green/green (55).png,Green,train
1,train/Green/green (56).png,Green,train
1,train/Green/green (57).png,Green,train
1,train/Green/green (58).png,Green,train
1,train/Green/green (59).png,Green,train
1,train/Green/green (6).png,Green,train
1,train/Green/green (60).png,Green,train
1,train/Green/green (61).png,Green,train
1,train/Green/green (62).png,Green,train
1,train/Green/green (63).png,Green,train
1,train/Green/green (64).png,Green,train
1,train/Green/green (65).png,Green,train
1,train/Green/green (66).png,Green,train
1,train/Green/green (67).png,Green,train
1,train/Green/green (68).png,Green,train
1,train/Green/green (69).png,Green,train
1,train/Green/green (7).png,Green,train
1,train/Green/green (70).png,Green,train
1,train/Green/green (71).png,Green,train
1,train/Green/green (72).png,Green,train
1,train/Green/green (73).png,Green,train
1,train/Green/green (74).png,Green,train
1,train/Green/green (75).png,Green,train
1,train/Green/green (76).png,Green,train
1,train/Green/green (77).png,Green,train
1,train/Green/green (78).png,Green,train
1,train/Green/green (79).png,Green,train
1,train/Green/green (8).png,Green,train
1,train/Green/green (80).png,Green,train
1,train/Green/green (81).png,Green,train
1,train/Green/green (82).png,Green,train
1,train/Green/green (83).png,Green,train
1,train/Green/green (84).png,Green,train
1,train/Green/green (85).png,Green,train
1,train/Green/green (86).png,Green,train
1,train/Green/green (87).png,Green,train
1,train/Green/green (88).png,Green,train
1,train/Green/green (89).png,Green,train
1,train/Green/green (9).png,Green,train
1,train/Green/green (90).png,Green,train
1,train/Green/green (91).png,Green,train
1,train/Green/green (92).png,Green,train
1,train/Green/green (93).png,Green,train
1,train/Green/green (94).png,Green,train
1,train/Green/green (95).png,Green,train
1,train/Green/green (96).png,Green,train
1,train/Green/green (97).png,Green,train
1,train/Green/green (98).png,Green,train
1,train/Green/green (99).png,Green,train
2,train/Light/light (1).png,Light,train
2,train/Light/light (10).png,Light,train
2,train/Light/light (100).png,Light,train
2,train/Light/light (101).png,Light,train
2,train/Light/light (102).png,Light,train
2,train/Light/light (103).png,Light,train
2,train/Light/light (104).png,Light,train
2,train/Light/light (105).png,Light,train
2,train/Light/light (106).png,Light,train
2,train/Light/light (107).png,Light,train
2,train/Light/light (108).png,Light,train
2,train/Light/light (109).png,Light,train
2,train/Light/light (11).png,Light,train
2,train/Light/light (110).png,Light,train
2,train/Light/light (111).png,Light,train
2,train/Light/light (112).png,Light,train
2,train/Light/light (113).png,Light,train
2,train/Light/light (114).png,Light,train
2,train/Light/light (115).png,Light,train
2,train/Light/light (116).png,Light,train
2,train/Light/light (117).png,Light,train
2,train/Light/light (118).png,Light,train
2,train/Light/light (119).png,Light,train
2,train/Light/light (12).png,Light,train
2,train/Light/light (120).png,Light,train
2,train/Light/light (121).png,Light,train
2,train/Light/light (122).png,Light,train
2,train/Light/light (123).png,Light,train
2,train/Light/light (124).png,Light,train
2,train/Light/light (125).png,Light,train
2,train/Light/light (126).png,Light,train
2,train/Light/light (127).png,Light,train
2,train/Light/light (128).png,Light,train
2,train/Light/light (129).png,Light,train
2,train/Light/light (13).png,Light,train
2,train/Light/light (130).png,Light,train
2,train/Light/light (131).png,Light,train
2,train/Light/light (132).png,Light,train
2,train/Light/light (133).png,Light,train
2,train/Light/light (134).png,Light,train
2,train/Light/light (135).png,Light,train
2,train/Light/light (136).png,Light,train
2,train/Light/light (137).png,Light,train
2,train/Light/light (138).png,Light,train
2,train/Light/light (139).png,Light,train
2,train/Light/light (14).png,Light,train
2,train/Light/light (140).png,Light,train
2,train/Light/light (141).png,Light,train
2,train/Light/light (142).png,Light,train
2,train/Light/light (143).png,Light,train
2,train/Light/light (144).png,Light,train
2,train/Light/light (145).png,Light,train
2,train/Light/light (146).png,Light,train
2,train/Light/light (147).png,Light,train
2,train/Light/light (148).png,Light,train
2,train/Light/light (149).png,Light,train
2,train/Light/light (15).png,Light,train
2,train/Light/light (150).png,Light,train
2,train/Light/light (151).png,Light,train
2,train/Light/light (152).png,Light,train
2,train/Light/light (153).png,Light,train
2,train/Light/light (154).png,Light,train
2,train/Light/light (155).png,Light,train
2,train/Light/light (156).png,Light,train
2,train/Light/light (157).png,Light,train
2,train/Light/light (158).png,Light,train
2,train/Light/light (159).png,Light,train
2,train/Light/light (16).png,Light,train
2,train/Light/light (160).png,Light,train
2,train/Light/light (161).png,Light,train
2,train/Light/light (162).png,Light,train
2,train/Light/light (163).png,Light,train
2,train/Light/light (164).png,Light,train
2,train/Light/light (165).png,Light,train
2,train/Light/light (166).png,Light,train
2,train/Light/light (167).png,Light,train
2,train/Light/light (168).png,Light,train
2,train/Light/light (169).png,Light,train
2,train/Light/light (17).png,Light,train
2,train/Light/light (170).png,Light,train
2,train/Light/light (171).png,Light,train
2,train/Light/light (172).png,Light,train
2,train/Light/light (173).png,Light,train
2,train/Light/light (174).png,Light,train
2,train/Light/light (175).png,Light,train
2,train/Light/light (176).png,Light,train
2,train/Light/light (177).png,Light,train
2,train/Light/light (178).png,Light,train
2,train/Light/light (179).png,Light,train
2,train/Light/light (18).png,Light,train
2,train/Light/light (180).png,Light,train
2,train/Light/light (181).png,Light,train
2,train/Light/light (182).png,Light,train
2,train/Light/light (183).png,Light,train
2,train/Light/light (184).png,Light,train
2,train/Light/light (185).png,Light,train
2,train/Light/light (186).png,Light,train
2,train/Light/light (187).png,Light,train
2,train/Light/light (188).png,Light,train
2,train/Light/light (189).png,Light,train
2,train/Light/light (19).png,Light,train
2,train/Light/light (190).png,Light,train
2,train/Light/light (191).png,Light,train
2,train/Light/light (192).png,Light,train
2,train/Light/light (193).png,Light,train
2,train/Light/light (194).png,Light,train
2,train/Light/light (195).png,Light,train
2,train/Light/light (196).png,Light,train
2,train/Light/light (197).png,Light,train
2,train/Light/light (198).png,Light,train
2,train/Light/light (199).png,Light,train
2,train/Light/light (2).png,Light,train
2,train/Light/light (20).png,Light,train
2,train/Light/light (200).png,Light,train
2,train/Light/light (201).png,Light,train
2,train/Light/light (202).png,Light,train
2,train/Light/light (203).png,Light,train
2,train/Light/light (204).png,Light,train
2,train/Light/light (205).png,Light,train
2,train/Light/light (206).png,Light,train
2,train/Light/light (207).png,Light,train
2,train/Light/light (208).png,Light,train
2,train/Light/light (209).png,Light,train
2,train/Light/light (21).png,Light,train
2,train/Light/light (210).png,Light,train
2,train/Light/light (211).png,Light,train
